name,phone,address,city,state,postal,primary_email,owner,contacts,other_emails,website,sources
"KENT ISLAND ABBEY FLOOR","(410) 643-6752","P O BOX 56","STEVENSVILLE","MD","","N/A","Eugene Beville","","","http://stevensville.abbeycarpet.com,","consolidated,johanna"
"KENTS CARPETLAND","(781) 871-1000","61 ACCORD PARK DR","Rockland","MA","","N/A","","","","kentscarpetland.com,","consolidated,johanna"
"KERMAN CARPET CO INC","(317) 842-5700","4505 E 82ND STREET","INDIANAPOLIS","IN","","N/A","Michael Benjamin","","mbenjamin@kermans.com","http://www.kermans.com/pagesroot/pages/home.aspx,Not found,","consolidated,johanna"
"Kerns Carpets","(262) 782-4500","19655 West Bluemound Rd","Brookfield","WI","","N/A","","","","http://www.kernscarpets.com/,","consolidated,johanna"
"Kings Carpet One","(307) 347-4225","735 Bighorn Ave.","Worland","WY","","N/A","","","","http://www.kingscarpetoneworland.com/,","consolidated,johanna"
"KIRKLAND CARPET & FLOORING","(920) 868-2651","PO BOX 80","EGG HARBOR","WI","","N/A","Don and Polly Helm","","polly@dcnw.biz","www.kirklandfloortoceiling.com/,","consolidated,johanna"
"KISERS FLOOR FASHION","(901) 458-8000","3050 WALNUT GROVE ROAD","MEMPHIS","TN","","N/A","Marty Kiser","","","www.kisers.com,","consolidated,johanna"
"Klocker Furniture","(605) 224-8619","765 E Sioux","Pierre","SD","","klockerfurniture@aol.com","","","","www.klockerfurniture@aol.com,","consolidated,johanna"
"KLOKA DESIGN GROUP LLC","(850) 432-7000","3305 NORTH S STREET","PENSACOLA","FL","","N/A","Mike Payton","","mike@carpetcreations.net; mike@carpetcreations.gccoxmail.com","www.creationcarpets.com,","consolidated,johanna"
"KOEBER CARPETS & DRAPES I","(918) 744-5511","1319 S HARVARD AVENUE","TULSA","OK","","jerry@koebers.com","Terry Liggans","","tliggans@cctileandcarpet.com","http://www.koebers.com/,","consolidated,johanna"
"KPM Flooring","(843) 342-4955","35 Main St","Hilton Head","SC","","N/A","","","","www.kpmflooring.com,NOT FOUND,","consolidated,johanna"
"Krauseneck Carpet One Floor & Home","(586) 463-0585","166 S. Main Street","Mount Clemens","MI","","N/A","","","","http://www.carpetone.com/,","consolidated,johanna"
"KUHN FLOORING GALLERY I","(954) 344-4838","12504 WILES RD.","CORAL SPRINGS","FL","","N/A","","","","www.kuhnflooring.com,http://kuhnflooring.com/index.php,","consolidated,johanna"
"L & M OF CONNECTICUT LLC","(952) 914-9565","6563 CITY WEST PKWY","EDEN PRAIRIE","MN","","N/A","Michelle Bloyd & Dan Nelson","","cabinetconcepts@qwestoffice.net","www.cabinetconceptsandinteriors.com,","consolidated,johanna"
"L P MOORADIAN CO","(920) 494-7868","773 POTTS AVE","GREEN BAY","WI","","dan@designbiz.com","Dan & Jody Bruley","","sales@lpmooradian.com; dan@lpmooradian.com","www.lpmooradian.com/,NA,","consolidated,johanna"
"L&L FLOORING","(773) 935-9314","3071 N. LINCOLN","CHICAGO","IL","","sales@homecarpet1.com","Joel Schreier","","","www.homecarpet1.com,","consolidated,johanna"
"LAIGLE FLOORCOVERING & DESIGN","(608) 788-4034","2425 SOUTH 16TH STREET","LA CROSSE","WI","","N/A","Jim Benson","","jim@bensonconstruction.net","www.laiglefloorcoveringanddesign.com/,","consolidated,johanna"
"LANDRY & ARCARI INTERIORS","(717) 697-9423","6220 CARLISLE PIKE","MECHANICSBURG","PA","","N/A","Fred M. Essis","","","http://www.carpetmechanicsburg.com/,","consolidated,johanna"
"LANDRY & ARCARI INTERIORS INC","(978) 744-5909","63 FLINT ST","SALEM","MA","","N/A","","","","www.landryandarcari.com,landryandarcari.com,","consolidated,johanna"
"LANE'S CARPET SERVICE","(808) 244-0202","530 E UAHI WAY","WAILUKU","HI","","info@lanes-carpets.com","Bill Lane","","bill@lanescarpet.com","www.lanes-carpets.com/,","consolidated,johanna"
"LANGSTON INTERIORS","(908) 237-1009","BUILDING A UNIT 103","FLEMINGTON","NJ","","N/A","Marilyn Langston","","","http://langstoninteriorsinc.com/,","consolidated,johanna"
"LANTERN BAY CARPETS & DRAPES","(973) 808-4443","23 JUST ROAD","FAIRFIELD","NJ","","info@lanternbaycarpets.com","John Shehadi","","js@shehadicf.com","http://www.lanternbaycarpets.com/,","consolidated,johanna"
"LaRocco Floorcovering","(219) 872-0694","1615 Franklin St","Michigan City","IN","","sales@4LFC.com","","","","http://www.4lfc.com/,","consolidated,johanna"
"LARRY GORDON CARPETS LTD","(251) 476-9974","102 COLVIN STREET","MOBILE","AL","","lgcarpet@gmail.com","David A. Sumrall","","carpetspecialist@bellsouth.net","www.larrygordoncarpets.com,","consolidated,johanna"
"LAWRENCE CONTRACT FURN.","(914) 666-6166","13 COLUMBUS AVENUE","MT KISCO","NY","","N/A","Frank Carpentieri","","finic@subfloor.net","http://www.lawrencecontract.com/,","consolidated,johanna"
"LEADER CARPET A CALIF CORP","(818) 735-7825","28350 ROADSIDE DRIVE","AGOURA HILLS","CA","","N/A","Jimmy Simeone","","","http://leaderflooring.com/,Not found,","consolidated,johanna"
"LEE SCULL SALES AGENCY","(603) 772-0396","1 PORTSMOUTH AVENUE","STRATHAM","NH","","N/A","Greg Durant","","gnflbydesign@gmail.com","http://www.gnfloorbydesign.com/,","consolidated,johanna"
"LEGACY FLOOR COVERING","(925) 866-2200","3191 M CROW CANYON PLACE","SAN RAMON","CA","","N/A","Casey Etemadi","","info@macfloor.com","www.macfloor.com,","consolidated,johanna"
"LEHIGH VALLEY FLOOR COVERING","(931) 684-6611","912 NORTH MAIN STREET","SHELBYVILLE","TN","","lvfloorcovering@aol.com","James Jones","","","http://www.lehighvalleyfloorcovering.com/,","consolidated,johanna"
"LEHMS","(770) 449-9890","6375 PEACHTREE INDUSTRIAL BLVD","NORCROSS","GA","","N/A","-","","-","1429 WEST PIONEER PARKWAY,","consolidated,johanna"
"Leicester Carpet","(828) 254-8937","1229 7th Avenue East","Hendersonville","NC","","N/A","","","","leicestercarpet.com,","consolidated,johanna"
"LENAWEE CARPET ONE FLOOR & HOME","(517) 424-5499","1301 S Main St","Adrian","MI","","N/A","","","","carpetone.com/lenawee,","consolidated,johanna"
"Lester's Carpet & Interiors","(805) 736-2345","401 N E St","Lompoc","CA","","N/A","","","","http://www.lesterscarpets.com/,","consolidated,johanna"
"Lewis & Lewis Carpets","(925) 939-2145","2615 N. Main St","Walnut Creek","CA","","N/A","","","","www.lewisandlewiscarpets.com,","consolidated,johanna"
"LIPMAN CARPET","(514) 737-5022","4240 CH DE LA COTE DE LIESSE","MONTREAL QUEBEC","CN","","info@lipmancarpet.com","Israel Lipman","","","www.lipmancarpet.com,","consolidated,johanna"
"LISA GIELINCKI INT DESIGN INC","(410) 561-9200","2147 GREENSPRING DRIVE","TIMONIUM","MD","","nick@greenspringcarpetsource.com","Nicholas Jarosinski","","nick@greenspringcarpetsource.com","NOT FOUND,http://greenspringcarpetsource.com,","consolidated,johanna"
"LMC DESIGN GROUP","(415) 455-8882","767 CENTER BLVD.","FAIRFAX","CA","","info@LMCdesigngroup.com","Richard Stein","","","http://lmcdesigngroup.com/,","consolidated,johanna"
"LOOM","(239) 415-3377","16133 S. TAMIAMI","FT. MYERS","FL","","N/A","Paul Gearing","","","www.floorstogo.com,","consolidated,johanna"
"LOUDOUN CARPET CARE","(724) 586-7777","1000 PITTSBURGH RD","VALENCIA","PA","","info@loudounvalleyfloors.com","Pete Paracca","","pete@paraccainteriors.com","http://www.loudounvalleyfloors.com/,","consolidated,johanna"
"LOUGHEED FLOORING","(604) 273-9674","12660 BRIDGEPORT  ROAD","RICHMOND","CN","","sales@unitedcarpet.biz","Nils Thaysen","","sales@unitedcarpet.biz","Not found,www.unitedcarpet.ca/,","consolidated,johanna"
"LOUIS SHANKS OF TEXAS","(512) 451-6501","P.O. BOX 10448","AUSTIN","TX","","N/A","","","","www.louisshanksfurniture.com,not found,louisshanksfurniture.com,","consolidated,johanna"
"LUNA CARPET AND BLINDS","(714) 961-1334","4304 EAST LA PALMA AVENUE","ANAHEIM","CA","","N/A","Dennis Little; Linda Little","","linda@Carpets4U.com","www.myerscarpet.com/ -,","consolidated,johanna"
"Luna Flooring Gallery","(630) 848-1155","1253 E. Golf Rd","Schaumburg","IL","","N/A","","","","www.luna.com,","consolidated,johanna"
"Luna Flooring Gallery","(847) 540-8900","750 S. Rand Rd","Lake Zurich","IL","","N/A","","","","www.luna.com,","consolidated,johanna"
"LYNN LEATH INTERIORS INC","(563) 557-9952","1475 ASSOCIATE DRIVE","DUBUQUE","IA","","N/A","","","","http://www.floorshowcompanies.com/,N/A,","consolidated,johanna"
"M & C ENTERPRISES OF SEBRING","(905) 685-4884","28 NIHAN DRIVE","ST. CATHERINES ONT L2N1L1","CN","","N/A","Frederick Reynolds","","","http://www.hunterdouglas.ca/mcnamarareynolds/Home/Home/sb.cn,","consolidated,johanna"
"M Austin Designer Floor","(858) 483-3200","4060 A Morena Blvd.","San Diego","CA","","info@maustinfloors.com","","","","www.maustinfloors.com,","consolidated,johanna"
"M C C T LTD","(972) 671-9660","1002 N CENTRAL EXPRESSWAY #601","RICHARDSON","TX","","marketing@mcctltd.com","Jeff Dunn","","","www.mcctltd.com/,","consolidated,johanna"
"MADDEN MC FARLAND INTERIORS","(913) 681-2821","1903 W. 135TH STREET","LEAWOOD","KS","","denise@maddenmcfarland.com","Patrick & Bernie Madden","","madden@maddenmcfarland.com","www.maddenmcfarland.com/,","consolidated,johanna"
"MAGUIRE'S 5TH AVE FLOORS","(301) 621-5002","13205 TRIADELPHIA ROAD","ELLICOTT CITY","MD","","Service@Maguires.ab.ca","Mercy Chow","","","http://www.maguiresflooring.com/,","consolidated,johanna"
"Majestic Abbey Carpet","(845) 343-8292","28 Fair Ave.","Middletown","NY","","majesticcarpets@citlink.net","","","","http://middletown.abbeycarpet.com/,","consolidated,johanna"
"MANAS TORCOM INC","(309) 762-9423","1305 5TH AVE","MOLINE","IL","","N/A","","","","www.griffinsfloorcrafters.com,www.griffinsfloorcrafters.com,","consolidated,johanna"
"MANCHESTER CARPET INC.","(610) 796-2800","117 MORGAN DRIVE","SINKING SPRING","PA","","Jamie@ManchesterCarpetCare.com
Dom@ManchesterCarpetCare.com","Jamie Penge","","Jamie@ManchesterCarpetCare.com","http://www.manchestercarpetcare.com/,","consolidated,johanna"
"MANCHESTER CARPETS CARE","(913) 327-8784","12623 METCALF AVENUE","OVERLAND PARK","KS","","N/A","Chris Bradford","","cbradford@kc.rr.com","www.manchestercarpetcare.com/,","consolidated,johanna"
"MAP FLOORING DIST","(701) 746-8444","2030 32ND AVENUE SOUTH","GRAND FORKS","ND","","N/A","Paula Anderson","","-","www.sterlingcarpet1.com,","consolidated,johanna"
"Marett Carpet","(724) 533-2610","1 Potter Run Road","Volant","PA","","N/A","","","","http://www.marettcarpetonevolant.com/,","consolidated,johanna"
"MARGARET BERGER INTERIORS","(970) 353-7847","6001 W 10TH STREET","GREELEY","CO","","N/A","Rocky Gentry","","rocky@westpointc1.com","http://www.westpointc1.com/,","consolidated,johanna"
"Marina Carpet","(631) 499-5353","2035 E Jericho Turnpike","East Northport","NY","","N/A","","","","http://eastnorthport.abbeycarpet.com/,","consolidated,johanna"
"MARINE LUMBER OPERATOR INC","(508) 228-0900","134 ORANGE ST","NANTUCKET","MA","","N/A","Walt Spokowski","","","www.marinehomecenter.com,","consolidated,johanna"
"MARION'S CARPETS INC","(503) 239-0528","1635 S E GRAND AVE","PORTLAND","OR","","N/A","Carl Skoro","","","http://www.marionscarpets.com/,","consolidated,johanna"
"MARO'S INC.","(215) 646-8178","27 E. BUTLER AVE","AMBLER","PA","","N/A","Greg Marinucci","","","http://www.marosfloorcovering.com/,http://www.bobscarpet.com/,","consolidated,johanna"
"MARO'S","(503) 641-1901","6700 SW 111TH","BEAVERTON","OR","","N/A","Jerry Koeber","","jerry@koebers.com","http://www.showmelocal.com,www.koebers.com,","consolidated,johanna"
"Marshfield Flooring","(715) 384-3484","1915 S Roddis","Marshfield","WI","","N/A","","","","http://www.marshfieldflooring.com/,","consolidated,johanna"
"Mary Ann`s Interiors","(302) 539-2400","86 Atlantic Avenue","Ocean View","DE","","N/A","","","","http://maryannsinteriors.hdspd.com/Home/home/sb.cn,","consolidated,johanna"
"MCABEE'S CUSTOM CARPET","(410) 298-5800","7100 RUTHERFORD ROAD","BALTIMORE","MD","","employment@billscarpetfair.com","Maureen Anderson","","manderson@billscarpetfair.com","www.billscarpetfair.com,","consolidated,johanna"
"McBride Wayside Carpet Co.","(860) 666-2512","3153 BERLIN TURNPIKE","NEWINGTON","CT","","N/A","","","","http://www.mcbridecarpet.com,","consolidated,johanna"
"MCCURLEY'S FLOOR CENTER","(973) 276-0039","461 ROUTE 46 WEST","FAIRFIELD","NJ","","N/A","Eric Olgun","","webmaster@citycarpet.com","http://www.mccurleys.com/,","consolidated,johanna"
"MCLAUGHLINS EARLY AMERICA","(989) 835-7191","318 ASHMAN ST","MIDLAND","MI","","N/A","","","","Not found,everettcarpet@sbcglobal.net,","consolidated,johanna"
"MCQUEEN'S CARPETS & RUGS","(248) 647-5250","746 E MAPLE ROAD","BIRMINGHAM","MI","","N/A","","","","dabbierifloorsmcqueens.com,www.mcqueenscarpet.com,","consolidated,johanna"
"MCSWAIN CARPETS INC","(518) 489-4106","118 EVERETT ROAD","ALBANY","NY","","N/A","Michael Masucci","","Masucci_1954@yahoo.com","www.mcswaincarpets.com/,","consolidated,johanna"
"MELROSE DISCOUNT CARPET","(323) 653-4653","7951 MELROSE AVENUE","LOS ANGELES","CA","","designers@cornerstoneinteriors.com","Nouran Novian","","Novian@melrosecarpet.com","http://www.melrosecarpet.com,www.cornerstoneinteriors.com/,","consolidated,johanna"
"MERCER CARPET ONE INC","(405) 946-2341","300 S. PORTLAND","OKLAHOMA CITY","OK","","N/A","Tom Brewer","","","www.carpetone.com,","consolidated,johanna"
"MERTEL CARPETS INC.","(415) 479-2180","4212 REDWOOD HWY","SAN RAFAEL","CA","","MrJMert@aol.com","Jeff Mertel","","MrJMert@aol.com","www.mertelcarpets.com,","consolidated,johanna"
"MESA'S FLOOR COVERING","(920) 432-5501","2035 LARSEN ROAD","GREEN BAY","WI","","info@mesafloor.com","","","","www.mesafloor.com/,http://www.maccosflooring.com/,","consolidated,johanna"
"MICHAEL DONNELLY & CO","(850) 386-8689","2731 CAPITOL CIRCLE NE","TALLAHASSE","FL","","N/A","Brian Barnard","","","http://michaeldonnellyco.com/,","consolidated,johanna"
"MICHAEL DONNELLY INT DESIGN","(920) 922-2006","62 N ROLLING MEADOWS DR","FOND DU LAC","WI","","N/A","Mark Twohig","","mark@floorquest.net","http://www.floorquest.net/index.php,","consolidated,johanna"
"Michael's Floor Covering","(360) 695-1231","2200-A NE Andesen Rd.","Vancouver","WA","","evie@michaelsfc.com","","","","http://www.michaelsfc.com/,","consolidated,johanna"
"MIKES CARPET OF VIRGINIA INC","(703) 802-3485","4425 BROOKFLD CORP DR STE-300","CHANTILLY","VA","","N/A","","","","www.mikescarpetdesign.com,http://www.mikescarpetdesign.com,","consolidated,johanna"
"Milburn Carpet One","(631) 842-1600","35th St","Copaigue","NY","","N/A","","","","http://www.milburncarpetone.com/,","consolidated,johanna"
"Mill Creek Carpet and Tile","(918) 621-4000","6845 E 41st St","Tulsa","OK","","N/A","","","","http://www.millcreekcarpet.com/ne-oklahoma/tulsa41st,http://www.millcreekcarpet.com/ne-oklahoma/tulsa41st,","consolidated,johanna"
"MILL END ENTERPRISES","(914) 949-6517","99 FULTON STREET","WHITE PLAINS","NY","","N/A","Ken Kanter","","","http://www.kanterscarpet.com/,www.kanterscarpet.com,","consolidated,johanna"
"MILLER FLOORS","(703) 661-3999","23430 ROCK HAVEN WAY","DULLES","VA","","Jwjmiller3@yahoo.com","Chuck Qureshi","","","www.millerfloors.com/,","consolidated,johanna"
"Miller's Interiors Carpet One","(425) 743-3213","15615 Hwy 99","Lynnwood","WA","","mii@millersinteriors.com","","","","www.millersinteriors.com or www.floorbiz.com/Biz/bizProfile.asp?CompanyID=85735,","consolidated,johanna"
"Mitchell's Floor Designs","(302) 875-2221","Route 13 South","Laurel","DE","","N/A","","","","www.mitchellsinteriors.com,","consolidated,johanna"
"Mizell Floor Covering","(912) 244-2333","423 Connell Rd","Valdosta","GA","","N/A","","","","http://www.mizellinteriors.com/,","consolidated,johanna"
"MOBILE CARPET CLUB","(608) 273-6300","2001 FISHHATCHERY ROAD","MADISON","WI","","admin@sergenians.com","Jim Garner","","jimg@sergenians.com","http://www.sergenians.com/default.aspx I have a Sergenian's Floor Coverings with the above information,","consolidated,johanna"
"Modern Flooring","(504) 488-1364","3619 S Carrollton Ave","New Orleans","LA","","N/A","","","","www.modernflooring.net/,","consolidated,johanna"
"Montauk Carpet & Rug Co","(631) 293-3900","65 Price Pkwy","Farmingdale","NY","","N/A","","","","http://www.montaukcarpet.com/,www.montaukcarpet.com,","consolidated,johanna"
"Montgomery Carpets","(563) 324-2176","2222 E 53rd Street","Davenport","IOWA","","N/A","","","","http://www.montgomeryfloorcoverings.com/,","consolidated,johanna"
"Montgomerys Furniture","(605) 996-6900","1312 W Havens Ave","Mitchell","SD","","N/A","","","","www.montgomeryfurniture.net,","consolidated,johanna"
"MOORMAN'S DISTINCTIVE","(405) 848-4888","3835 N W 63RD STREET","OKLAHOMA CITY","OK","","N/A","Jim Schrempp","","","http://moormanscarpets.com/area_rugs_and_carpet/,","consolidated,johanna"
"Morris Floorcovering","(503) 738-8621","524 N. Roosevelt Dr.","Seaside","OR","","N/A","","","","www.morrisfloors.com,","consolidated,johanna"
"Morrison - Clark Inc","(802) 479-5572","889 South Barre Rd","South Barre","VT","","David.Clark@morrisonclarkflooring.com","","","","http://morrisonclarkfloors.com/,","consolidated,johanna"
"MORRISSEY & THOMPSON RYAN INT.","(714) 685-0060","1700 N. MAIN STREET","ORANGE","CA","","N/A","Bill Case","","","www.mtrinteriors.com/,","consolidated,johanna"
"Mr Robert Furniture","(405) 321-1818","109 E Main St","Norman","OK","","N/A","","","","http://www.misterrobert.com/,","consolidated,johanna"
"Murison`s Flooring America","(408) 267-0220","3278 Almaden Expressway 150","San Jose","CA","","N/A","","","","www.murisonsflooringamerica.com,","consolidated,johanna"
"MY FLOORING TEXAS","(859) 254-4852","4976 OLD VERSAILLES ROAD","LEXINGTON","KY","","N/A","William Bailey","","b.bailey@baileyscarpetbarn.com","www.carpetone.com,","consolidated,johanna"
"MYERS CARPET","(949) 642-2050","1595 NEWPORT BLVD.","COSTA MESA","CA","","daltonsales@myerscarpet.com","Carrie, Kelly & Mickey Von Hemert","","carrie@vonhemertinteriors.com","www.myerscarpet.com/,","consolidated,johanna"
"Nantucket Home","(530) 895-1038","603 Broadway","Chico","CA","","info@nantuckethomeinc.com","","","","www.natuckehomeinc.com,","consolidated,johanna"
"NASHUA PAINT & WALLPAPER CO","(603) 889-6200","129 W PEARL ST","NASHUA","VT","","N/A","","","","www.universaldecor.com/,","consolidated,johanna"
"NASHVILLE CARPET CENTER","(901) 754-6161","3050 WALNUT GROVE ROAD","MEMPHIS","TN","","N/A","William R Lamb","","","http://www.nashvillecarpet.com/,","consolidated,johanna"
"NATUS CORPORATION","(412) 793-6100","4675 VERONA ROAD","VERONA","PA","","N/A","Patrick  & Maria Molyneaux","","Vpagone@consolidated.net","http://www.natus.com/,","consolidated,johanna"
"NAZAR CARPET CO","(706) 353-0547","3690 ATLANTA HWY STE 108","ATHENS","GA","","jnazar@bigpond.net.au","","","","www.nazarruggalleries.com.au/,www.daltoncarpetone.com,","consolidated,johanna"
