name,phone,address,city,state,postal,primary_email,website,owner_first,owner_last,owner,sources_count,sources,source1,source2,source3,source4,source5,source6,source7,contacts_count,contact1_first,contact1_last,contact1,contact2_first,contact2_last,contact2,contact3_first,contact3_last,contact3,other_emails_count,other_email1,other_email2,other_email3
DOOLITTLES CARPET & PAINTS,(507) 238-1155,,FAIRMONT,MN,,Doo_Carpet@Hotmail.com,"http://www.doolittlescarpetpaints.com/,",Jack,Doolittle,Jack Doolittle,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,doolittles1225@yahoo.com,doolittles1225@yahoo.com,
WESTCO SERVICES INC,(425) 747-2205,,BELLEVUE,WA,,"N/A, sales@westcofloors.com","http://www.westcofloors.com/,",Bill,"Bull , William Bull Sr.","Bill Bull , William Bull Sr.",5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,4,bill@westcofloors.com, billsr@westcofloors.com,bill@westcofloors.com
PERRY CARPET SHACK,(785) 597-5110,,PERRY,KS,,N/A,"http://www.perrycarpetshack.com,",Kris,and Nadine Robbins,Kris and Nadine Robbins,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,pcs_nadine@yahoo.com,pcs_nadine@yahoo.com,
BUFFALOE FLOOR COVERING INC,(713) 686-3589,,HOUSTON,TX,,info@buffaloefloorcovering.com,"http://www.buffaloefloorcovering.com/,",Irene,Buffaloe,Irene Buffaloe,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,irene@buffaloefloorcovering.com,irene@buffaloefloorcovering.com,
WEBBS CARPET COMPANY,(910) 485-5865,,FAYETTEVILLE,NC,,N/A,"http://www.webbcarpet.net/,",Woody,Griffin,Woody Griffin,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,-,-,
FLOOR SYSTEMS INC,(410) 257-7380,,HUNTINGTOWN,MD,,N/A,"http://www.floorsystems.net,",Roger,and Bill Murphy,Roger and Bill Murphy,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,bmurphy@floorsystems.net,bmurphy@floorsystems.net,
JO-MARK INSTALLATIONS INC,(631) 737-0638,,CENTEREACH,NY,,N/A,"http://www.jomarkinstallations.com,",Mark,Soriano,Mark Soriano,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,carpetyourworld@aol.com,carpetyourworld@aol.com,
CONNERS MR CARPET WAREHOUSE,(509) 522-0176,,COLLEGE PLACE,WA,,N/A,"http://www.connersmrcarpet.com,",Fred,Conner,Fred Conner,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,-,-,
RALPHS FLOORS,(360) 354-4804,,LYNDEN,WA,,customerservice@ralphsfloors.com,"http://www.ralphsfloors.com/,",Blaine,Kooy,Blaine Kooy,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,bakooy@yahoo.com,bakooy@yahoo.com,
NELSEN FURNITURE INC,(402) 376-1360,,VALENTINE,NE,,N/A,"http://www.nelsenfurniture.com,",David,Nelsen,David Nelsen,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,dnelsen@inetnebr.com,dnelsen@inetnebr.com,
FASHION FLOORS,(541) 779-0996,,MEDFORD,OR,,floors@fashionfloors.net,"http://www.fashionfloors.net/,",Donald,Straw,Donald Straw,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,d.straw@fashionfloors.net,d.straw@fashionfloors.net,
VERHEY CARPETS EAST INC,(616) 459-7344,,GRAND RAPIDS,MI,,info@verheycarpets.com,"http://www.verheycarpets.com,",David,L Verhey,David L Verhey,5,"consolidated,johanna,mohawk,wfca,naics",consolidated,johanna,mohawk,wfca,naics,,,0,,,,,,,,,,2,dave@verheycarpets.com,dave@verheycarpets.com,
CARPET TILE & FLRNG OF TX LP,(210) 349-1170,,SAN ANTONIO,TX,78213,,N/A,WILLIAM,E BLACKMON,WILLIAM E BLACKMON,3,"mohawk,wfca,naics",mohawk,wfca,naics,,,,,0,,,,,,,,,,0,,,
ANTMAN ENTERPRISES,(760) 436-0900,579 WESTLAKE ST,ENCINITAS,CA,,John@superiorfloors.com,"http://www.superiorfloors.com,Not found,",John,Antman,John Antman,6,"consolidated,johanna,fabrica,masland,wfca,naics",consolidated,johanna,fabrica,masland,wfca,naics,,0,,,,,,,,,,2,John@superiorfloors.com,John@superiorfloors.com,
BLACKSTONE CARPETS INC,(615) 244-9591,515 4TH AVENUE SOUTH,NASHVILLE,TN,,info@nashvillecarpet.com,"NOT FOUND,www.nashvillecarpet.com,",Van,Gilmore,Van Gilmore,6,"consolidated,johanna,fabrica,masland,wfca,naics",consolidated,johanna,fabrica,masland,wfca,naics,,0,,,,,,,,,,2,vgilmore@nashvillecarpet.com,vgilmore@nashvillecarpet.com,
RUG MASTERS INC.,(408) 266-2250,2250 ALMADEN EXPRESSWAY,SAN JOSE,CA,,RickOderio@conklinbros.com,"Not found,www.conklinbros.com/,",Richard,Oderio,Richard Oderio,6,"consolidated,johanna,fabrica,masland,wfca,naics",consolidated,johanna,fabrica,masland,wfca,naics,,0,,,,,,,,,,1,RickOderio@conklinbros.com,,
CAROUSEL INC.,(301) 262-2650,3315 SUPERIOR LANE,BOWIE,MD,20715,,www.carouselindustries.com/,,,,4,"fabrica,masland,wfca,naics",fabrica,masland,wfca,naics,,,,0,,,,,,,,,,0,,,
BAKHTIARI INVESTMENTS,(415) 454-4200,555 E FRANCISCO BLVD,SAN RAFAEL,CA,94901,,none,,,,4,"fabrica,masland,wfca,naics",fabrica,masland,wfca,naics,,,,0,,,,,,,,,,0,,,
OLSON RUG COMPANY,(773) 921-1300,832 SOUTH CENTRAL AVE,CHICAGO,IL,,N/A,"NOT FOUND,http://www.olsonrug.com/,www.olsonrug.com,http://www.olsonrug.com,",Andrew,"Hader , Robert Rosenberg","Andrew Hader , Robert Rosenberg",7,"consolidated,johanna,floorscapes,floorscapes,masland,wfca,naics",consolidated,johanna,floorscapes,floorscapes,masland,wfca,naics,0,,,,,,,,,,2,robertr@olsonrug.com,robertr@olsonrug.com,
ABBEY CARPET OF NAPLES,(706) 324-4451,4848 RIVER ROAD,COLUMBUS,GA,,N/A,"www.columbusflooringandmore.com,",Barbara,& Al Gaston,Barbara & Al Gaston,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,0,,,
ALLAN RUG COMPANY LIMITED,(314) 739-2555,11656 LILBURN PARK RD,ST. LOUIS,MO,,N/A,"http://www.championfloor.com/,",Ralph,Kuehn,Ralph Kuehn,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,2,ralph@championfloor.com,ralph@championfloor.com,
BRETAGS FLOOR SOURCE LLC,(206) 763-7004,P O BOX 80691,SEATTLE,WA,,twells@gsfloors.com,"www.gsfloors.com,",Tom,Wells,Tom Wells,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,2,twells@gsfloors.com,twells@gsfloors.com,
BROADWAY CARPET INC.,(760) 436-9030,191 NORTH EL CAMINO REAL #112,ENCINITAS,CA,,Sales@ContractCarpet.com,"www.broadwaycarpet.com,",Marty,& Susie Dixon,Marty & Susie Dixon,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,0,,,
CARPET WORLD OF WESTCHESTER,(301) 262-8022,15443 EXCELSIOR DRIVE,BOWIE,MD,,info@carpetworldofwestchester.biz,"http://carpetworldofwestchester.com/,",Floyd,Burton,Floyd Burton,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,0,,,
COUNTRY CPT DISTRIBUTORS,(516) 671-3737,30 GLEN STREET,GLEN COVE,NY,,linda@glenfloors.com,"www.glenfloors.com,",Carol,Nelson,Carol Nelson,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,2,carol@glenfloors.com,carol@glenfloors.com,
COVE DISCOUNT CARPET,(502) 451-2600,4303 POPLAR LEVEL RD,LOUISVILLE,KY,,leads@carpetone.com,"http://www.covecarpetonesummit.com/,",James,Allen Mudd,James Allen Mudd,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,2,gaylest@insightbb.com,gaylest@insightbb.com,
DESIGNERS WEST,(860) 289-4305,45 NUTMEG RD 5,SOUTH WINDSOR,CT,,N/A,"www.daleneflooring.com,",Steven,Dalene,Steven Dalene,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,1,SDalene@DaleneFlooring.com,,
MCABEES CUSTOM CARPET,(410) 298-5800,7100 RUTHERFORD ROAD,BALTIMORE,MD,,employment@billscarpetfair.com,"www.billscarpetfair.com,",Maureen,Anderson,Maureen Anderson,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,1,manderson@billscarpetfair.com,,
PIEDMONT FLOORING & DESIGN,(281) 370-8022,13422 GRANT ROAD,CYPRESS,TX,,N/A,"http://www.flahertysflooring.com/,",Patrick,Flaherty,Patrick Flaherty,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,1,pflaherty@flahertysflooring.com,,
PROSOURCE OF DAYTON,(631) 368-1850,318 LARKFIELD ROAD,EAST NORTHPORT,NY,,N/A,"http://www.prosourcefloors.com/nassau,",Andrew,Capobianco,Andrew Capobianco,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,1,fredscarpet@aol.com,,
PROSURCE OF CRANBERRY,(620) 395-2151,207 N WEICHERT ST,GIRARD,KS,,N/A,"www.prosourcefloors.com,",Keith,Smith,Keith Smith,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,1,keith@hms-enterprises.com,,
THE ELITE COMPANIES OF SOUTH,(706) 277-1151,PO BOX 9,DALTON,GA,,N/A,"http://www.elitecompanies.net,",Randy,Beckler,Randy Beckler,5,"consolidated,johanna,masland,wfca,naics",consolidated,johanna,masland,wfca,naics,,,0,,,,,,,,,,1,r.beckler@becklerscarpet.com,,
"CARPETS BY ROBERT, INC.",(630) 980-9900,401 HIGHGROVE BLVD.,GLENDALE HEIGHTS,IL,60139,,Not found,,,,3,"masland,wfca,naics",masland,wfca,naics,,,,,0,,,,,,,,,,0,,,
T J KELLEY INC,(860) 693-2202,P.O. BOX 311,CANTON,CT,6019,,Not found,,,,3,"masland,wfca,naics",masland,wfca,naics,,,,,0,,,,,,,,,,0,,,
"CARROLL LOWE, INC.",(239) 948-0900,25321 BERNWOOD DRIVE,BONITA SPRINGS,FL,34135,,NOT FOUND,,,,3,"masland,wfca,naics",masland,wfca,naics,,,,,0,,,,,,,,,,0,,,
GRAY FOX FLOORING,(614) 237-3181,3442 MILLENNIUM COURT,COLUMBUS,OH,43219,,na,,,,3,"masland,wfca,naics",masland,wfca,naics,,,,,0,,,,,,,,,,0,,,
LIREMA INTERIORS,(530) 273-5568,330 IDAHO MARYLAND RD,GRASS VALLEY,CA,95945,,Not found,,,,3,"masland,wfca,naics",masland,wfca,naics,,,,,0,,,,,,,,,,0,,,
NEBRASKA/IOWA FCA,(402) 331-4062,10811 HARRISON ST,OMAHA,Nebraska,68128,,,Darren,McKean,Darren McKean,3,"wfca,wfca,naics",wfca,wfca,naics,,,,,0,,,,,,,,,,0,,,
NO. CALIFORNIA FLOORING ASSOC,(415) 282-1822,1100 SELBY ST,SAN FRANCISCO,California,94124,,,Steve,Lyon,Steve Lyon,3,"wfca,wfca,naics",wfca,wfca,naics,,,,,0,,,,,,,,,,0,,,
REDWOOD EMPIRE FCA,(707) 763-9663,714 PETALUMA BLVD N,PETALUMA,California,94952,,,Elaine,Harper,Elaine Harper,3,"wfca,wfca,naics",wfca,wfca,naics,,,,,0,,,,,,,,,,0,,,
SOUTHERN NEVADA FCA,(702) 457-0556,"2303 E SAHARA AVE, STE 101",LAS VEGAS,Nevada,89104,,,Terry,Mayfield,Terry Mayfield,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"ACCENT HARDWOOD FLOORING, INC",(919) 682-3941,601 FOSTER ST,DURHAM,North Carolina,27701,,http://www.accenthardwoodflooring.com,Genia,Smith,Genia Smith,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
A & B APT & BUSINESS FLOORING,(410) 485-6790,5401 ERDMAN AVE,BALTIMORE,Maryland,21205,,http://www.abflooringmd.com,Phillip,Miller,Phillip Miller,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BILLS DESIGN CARPET ONE INC,(360) 538-0400,706 E WISHKAH ST,ABERDEEN,Washington,98520,,http://www.carpetone.com,Jolene,Tupper,Jolene Tupper,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BONDED CARPET CLEANING & SALES,(858) 576-8400,PO BOX 710130,SAN DIEGO,California,130,,http://www.bondedcarpet.com,Mitch,Adler,Mitch Adler,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"CAPITAL CARPETS, INC",(301) 948-6724,9097 COMPRINT CT,GAITHERSBURG,Maryland,20877,,http://www.capitalcarpetsinc.com,Bob,Raver,Bob Raver,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"EMMANUELS RUG & UPHOLSTERY CLEANERS, INC",(206) 322-2200,1105 RAINIER AVE S,SEATTLE,Washington,98144,,http://www.emmanuelsrug.com,Thea,Sand,Thea Sand,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
GREAT FLOORS,(208) 664-5405,524 E SHERMAN AVE,COEUR D ALENE,Idaho,83814,,http://www.greatfloors.com,Doug,Chadderdon,Doug Chadderdon,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
KING FLOOR SERVICE,(301) 253-2200,26140 RIDGE RD,DAMASCUS,Maryland,20872,,http://www.kingfloor.com,Jason,Collins,Jason Collins,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
MC CRORIE CARPET ONE,(360) 457-7500,547 N OAKRIDGE DR,PORT ANGELES,Washington,98362,,http://www.mccorie.com,David,McCrorie,David McCrorie,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
NEMETH FAMILY INTERIORS,(626) 966-1763,700 W ARROW HWY,COVINA,California,91722,,http://www.nemethinteriors.com,Dave,Nemeth,Dave Nemeth,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
POTTERS CARPET,(812) 883-0386,1029 E DELANEY PARK RD,SALEM,Indiana,47167,,,Bill,Potter,Bill Potter,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
TOLIVERS CARPET ONE,(480) 967-8877,1920 E APACHE BLVD,TEMPE,Arizona,85281,,http://www.tolivers.com,John,Toliver,John Toliver,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
AMERICAN DRAPERY BLIND & CARPET,(425) 255-3893,PO BOX 896,RENTON,Washington,98057,,http://www.freeinhome.com,Denny,Thostrud,Denny Thostrud,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"BAERS RUG & LINOLEUM CO, INC",(631) 392-1073,275-A EDISON AVE,WEST BABYLON,New York,11704,,http://www.baersrug.com,Louis,Baer,Louis Baer,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BAY CARPETS - FLOORING AMERICA,(410) 820-7288,300 CENTREVILLE RD,QUEENSTOWN,Maryland,21658,,http://www.baycarpets.com,Mike,Dahle,Mike Dahle,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
CARPET INTERIORS/CARPET ONE,(708) 636-2300,5849 W 95TH ST,OAK LAWN,Illinois,60453,,http://www.carpetone.com,Paul,Wisnoski,Paul Wisnoski,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"CROWN CARPETS, INC",(503) 665-4162,21655 SE STARK ST,GRESHAM,Oregon,97030,,http://www.crowncarpets.com,Douglas,Lepper,Douglas Lepper,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
DECOR CARPET ONE FLOOR & HOME,(425) 226-7550,1000 SW 7TH ST,RENTON,Washington,98055,,http://www.decorcarpetone.com,John,Gentry,John Gentry,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"FLOOR SHOW INC, THE",(434) 237-6233,20695 TIMBERLAKE RD,LYNCHBURG,Virginia,24502,,http://www.floorshow.net,Wayne,DeWitt,Wayne DeWitt,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"FRANKS FLOOR COVERING, INC",(503) 238-5793,2419 SE POWELL BLVD,PORTLAND,Oregon,97202,,,Frank,Battaglia,Frank Battaglia,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"JOHNSON FLOOR COMPANY, INC",(708) 354-5510,9690 W 55TH ST,COUNTRYSIDE,Illinois,60525,,http://www.johnsonfloor.com,Jeffrey,Johnson,Jeffrey Johnson,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"LIBERTY FLOOR SERVICE, INC",(410) 485-7744,PO BOX 72419,BALTIMORE,Maryland,21237,,http://libertyflooringservices.com,Don,Brannen,Don Brannen,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"PCI FLORTECH, INC",(630) 458-0760,910 W NATIONAL AVE,ADDISON,Illinois,60101,,http://www.pciflortech.com,Michael,OConnell,Michael OConnell,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
ROBERTS ROOF & FLOOR INC,(702) 876-4880,4801 W BELL DR,LAS VEGAS,Nevada,89118,,http://www.robertsroofandfloor.com,Phil,Freeman,Phil Freeman,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"ROCKBROOK FLOORS, INC",(402) 333-2711,"12355 W CENTER RD, STE B",OMAHA,Nebraska,3976,,http://www.rockbrookfloors.com,Tim,McElligott,Tim McElligott,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
STUS FLOORING,(414) 744-9400,4820 W LOOMIS RD,GREENFIELD,Wisconsin,53220,,http://www.stusflooring.com,Steve,Ulik,Steve Ulik,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
WALKERS CARPET ONE FLOOR & HOME,(360) 733-6390,2425 E BAKERVIEW RD,BELLINGHAM,Washington,7694,,http://www.walkerscarpetone.com,Scott,Walker,Scott Walker,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
B T MANCINI CO INC,(408) 942-7900,876 S MILPITAS BLVD,MILPITAS,California,95035,,http://btmancini.com,Skip,Mancini,Skip Mancini,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BARNARD & ASSOCIATES FLOORING SUBCONTRACTORS,(813) 782-4101,34651 APPALOOSA TRAIL,ZEPHYRHILLS,Florida,33541,,http://www.associatesflooring.com,Barney,Barnard,Barney Barnard,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
BARTON CARPETS & FLOORING,(856) 933-3500,47 W BROWNING RD,BELLMAWR,New Jersey,8031,,http://www.bartoncarpet.com,John,Barton,John Barton,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"CAPITOL FLOORS, INC",(301) 838-0584,1049 TAFT ST,ROCKVILLE,Maryland,20850,,,Iraj,Solimani,Iraj Solimani,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"COMPLETE FLOORS, INC",(402) 371-3986,1019 MONROE AVE,NORFOLK,Nebraska,68701,,http://www.completefloors.net,Todd,Sock,Todd Sock,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
DELS FLOORING CONTRACTORS INC,(760) 568-0060,42-120 STATE ST,PALM DESERT,California,92211,,http://www.delsflooring.com,Del,Bernardi,Del Bernardi,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
DUNCANS FLOORING AMERICA,(847) 364-9150,1911 S BUSSE RD,MT PROSPECT,Illinois,60056,,http://www.duncancarpet.com,Tammy,Noda,Tammy Noda,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"EAST VALLEY FLOORS, INC",(480) 926-3444,PO BOX 2048,GILBERT,Arizona,85299,,http://www.eastvalleyfloors.com,Von,Payne,Von Payne,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
EMO FLOORING CO,(402) 420-2323,"4815 S 14TH ST, STE 2",LINCOLN,Nebraska,1260,,http://www.emoflooring.com,William,Richter,William Richter,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FLOORING RESOURCES CORPORATION,(847) 640-7300,600 W PRATT BLVD,ELK GROVE VILLAGE,Illinois,60007,,http://flooringresources.com,Keith,Krueger,Keith Krueger,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
FLOORING SERVICES,(734) 522-2622,12815 WAYNE RD,LIVONIA,Michigan,48150,,http://flooringservices-inc.com,Bruce,Reeve,Bruce Reeve,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
GARDNER FLOOR COVERING,(541) 485-6984,PO BOX 11290,EUGENE,Oregon,97401,,http://www.gardnerfc.com,Catherine,Siegmund,Catherine Siegmund,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
GRADYS SUPERIOR INC,(714) 447-1474,218 S BERKELEY CIR,FULLERTON,California,92831,,http://www.gsi2000.net,Troy,Bryant,Troy Bryant,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
HILLERS FLOORING AMERICA,(507) 288-1766,PO BOX 6307,ROCHESTER,Minnesota,55903,,http://www.hillercarpet.com,Rob,Elder,Rob Elder,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
HOEM & ASSOCIATES,(650) 871-5194,951 LINDEN AVE,S SAN FRANCISCO,California,94080,,http://www.hoemassociates.com,Russ,Hoem,Russ Hoem,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"ISENSEE FLOORCOVERING, INC",(805) 648-5333,1532 E MAIN ST,VENTURA,California,93001,,http://www.isenseefloorcovering.com,Steve,Lee,Steve Lee,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
"J. W. FLOOR COVERING, INC",(858) 530-2901,9881 CARROLL CENTRE RD,SAN DIEGO,California,4554,,http://www.jwfloors.com,John,Wallace,John Wallace,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
KERNS CARPET ONE HOME & FLOOR,(414) 358-1925,6661 W MILL RD,MILWAUKEE,Wisconsin,53218,,http://www.kernscarpets.com,Bill,Kerns,Bill Kerns,2,"wfca,naics",wfca,naics,,,,,,0,,,,,,,,,,0,,,
GREAT LAKES CARPET & TILE LLC,(352) 330-4800,,LADY LAKE,FL,,N/A,"http://www.greatlakescarpet.com/,",Darren,A. Hearns,Darren A. Hearns,4,"consolidated,johanna,floorscapes,wfca",consolidated,johanna,floorscapes,wfca,,,,0,,,,,,,,,,2,darrenh@greatlakescarpet.com,darrenh@greatlakescarpet.com,
ARIZONA FCA,(623) 640-4114,PO BOX 6064,GOODYEAR,Arizona,85338,,,Cyndi,Hardy,Cyndi Hardy,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
ASSOCIATED FCC,(503) 760-5109,"10117 SE SUNNYSIDE RD, F#1225",CLACKAMAS,Oregon,97015,,,Jerry,Scoy,Jerry Scoy,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CENTRAL COAST COUNTIES FCA,(408) 727-4320,400 REED ST,SANTA CLARA,California,8032,,http://www.floorcovering.org/fci,Thomas,Heinzelmann,Thomas Heinzelmann,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CHICAGO FLOORCOVERING ASSOC,(800) 627-1299,"799 ROOSEVELT RD, BLDG 4 #010",GLEN ELLYN,Illinois,60137,,http://www.chicagoflooring.org,Cecil,Treadway,Cecil Treadway,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
CONNECTICUT FLOOR COVERING ASSOCIATION,(860) 951-1644,1390 PARK ST,HARTFORD,Connecticut,6106,,http://www.thecfca.org,Jim,Walsh,Jim Walsh,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
HAWAII FLOORING ASSOC,(808) 537-1224,"1188 BISHOP ST, STE 1003",HONOLULU,Hawaii,3304,,,Tim,Lyons,Tim Lyons,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
IDAHO FLOOR COVERING ASSN,(208) 376-4222,PO BOX 8224,BOISE,Idaho,83707,,,Teri,Ottens,Teri Ottens,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MARYLAND & NORTHERN VIRGINIA FL\COV ASSN,(877) 896-3605,PO BOX 5724,FREDERICKSBURG,Virginia,22403,,http://www.mdnvafca.org,Michelle,Goshorn,Michelle Goshorn,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MIDDLE TENNESSEE FLOORING ASSOC,(615) 301-2715,2140 DAYTON AVE,NASHVILLE,Tennessee,37210,,,Yvonne,Nolte,Yvonne Nolte,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
MINNESOTA FCA,(651) 254-5715,645 81ST AVE NE,SPRING LAKE PARK,Minnesota,55432,,http://www.minnesotaflooring.org,Lori,Anderson,Lori Anderson,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NATL INSTITUTE CERTIFIED FL/COV INSPECTORS NICFI,(708) 205-0040,18813 S 113TH AVE,MOKENA,Illinois,60448,,,Bill,Zoetvelt,Bill Zoetvelt,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NEW ENGLAND INSTITUTE OF RESTORATION AND CLEANING,(978) 250-9847,"6 BOSTON RD, STE 201",CHELMSFORD,Massachusetts,1824,,http://www.neirc.org,Pamela,McKenna,Pamela McKenna,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NORTH EAST OHIO FCA,(440) 878-1359,18077 ALPINE CIRCLE,STRONGSVILLE,Ohio,44136,,http://www.neofca.org,Mimi,Russ,Mimi Russ,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
NORTHERN SIERRA FLOORING ASSN,(775) 746-5525,4190 RIVERHAVEN DR,RENO,Nevada,89509,,,Bob,Toriyama,Bob Toriyama,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SACRAMENTO VALLEY FCA,(916) 747-0249,7531 KRETH RD,FAIR OAKS,California,95628,,http://www.svfca.org,Dana,Reckers,Dana Reckers,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
SAN DIEGO COUNTY FL\COV ASSOC,(858) 278-9100,7525 RAYTHEON RD,SAN DIEGO,California,92111,,,Don,Melucci,Don Melucci,1,wfca,wfca,,,,,,,0,,,,,,,,,,0,,,
